"name","STRAIN","segment","avg_coverage","above_cutoff","SegmentSize","percent_above","segment_count","quality"
"1912_d02","H9N2","H9N2_NS",24139.3217592593,864,864,100,8,"good"
"1912_d02","H9N2","H9N2_HA",18839.1497326203,1683,1683,100,8,"good"
"1912_d02","H9N2","H9N2_PA",9750.35611343561,2151,2151,100,8,"good"
"1912_d02","H9N2","H9N2_MP",18549.4903258656,982,982,100,8,"good"
"1912_d02","H9N2","H9N2_PB1",8273.30478700044,2277,2277,100,8,"good"
"1912_d04","H9N2","H9N2_HA",14035.4058229352,1683,1683,100,8,"good"
"1912_d04","H9N2","H9N2_NA",13940.7033475783,1404,1404,100,8,"good"
"1912_d04","H9N2","H9N2_NP",13821.4462257849,1497,1497,100,8,"good"
"1912_d04","H9N2","H9N2_NS",21375.5451388889,864,864,100,8,"good"
"1912_d04","H9N2","H9N2_MP",16328.2795315682,982,982,100,8,"good"
"1912_d04","H9N2","H9N2_PA",7092.16643421664,2151,2151,100,8,"good"
"1912_d04","H9N2","H9N2_PB1",7863.68774703557,2277,2277,100,8,"good"
"1912_d04","H9N2","H9N2_PB2",5917.39385964912,2280,2280,100,8,"good"
"1912_d06","H9N2","H9N2_PB2",2582.82807017544,2280,2280,100,8,"good"
"1912_d06","H9N2","H9N2_NA",9433.3514957265,1404,1404,100,8,"good"
"1912_d06","H9N2","H9N2_NP",8402.52738810955,1497,1497,100,8,"good"
"1912_d06","H9N2","H9N2_NS",17738.171875,864,864,100,8,"good"
"1912_d06","H9N2","H9N2_PA",3883.6229660623,2151,2151,100,8,"good"
"1912_d06","H9N2","H9N2_PB1",4306.12714097497,2277,2277,100,8,"good"
"1912_d06","H9N2","H9N2_HA",8368.94385026738,1683,1683,100,8,"good"
"1912_d06","H9N2","H9N2_MP",11736.4781059063,982,982,100,8,"good"
"1913_d06","H9N2","H9N2_NA",11178.3885327635,1404,1404,100,8,"good"
"1913_d06","H9N2","H9N2_PB2",10618.9298245614,2280,2280,100,8,"good"
"1913_d06","H9N2","H9N2_PB1",13801.1418533158,2277,2277,100,8,"good"
"1913_d06","H9N2","H9N2_NS",19821.7511574074,864,864,100,8,"good"
"1913_d06","H9N2","H9N2_HA",13298.3490790255,1683,1683,100,8,"good"
"1913_d06","H9N2","H9N2_NP",21413.6676686707,1497,1497,100,8,"good"
"1913_d06","H9N2","H9N2_MP",21438.7474541752,982,982,100,8,"good"
"1913_d06","H9N2","H9N2_PA",8977.42933519293,2151,2151,100,8,"good"
"1913_d08","H9N2","H9N2_MP",17604.683299389,982,982,100,8,"good"
"1913_d08","H9N2","H9N2_NS",18385.421875,864,864,100,8,"good"
"1913_d08","H9N2","H9N2_NA",13608.3945868946,1404,1404,100,8,"good"
"1913_d08","H9N2","H9N2_PB1",10088.5597277119,2277,2277,100,8,"good"
"1913_d08","H9N2","H9N2_NP",17355.838009352,1497,1497,100,8,"good"
"1913_d08","H9N2","H9N2_HA",12974.196969697,1683,1683,100,8,"good"
"1913_d08","H9N2","H9N2_PB2",8682.08969298246,2280,2280,100,8,"good"
"1913_d08","H9N2","H9N2_PA",9550.31589958159,2151,2151,100,8,"good"
"1913_d10","H9N2","H9N2_PA",9744.10971641097,2151,2151,100,8,"good"
"1913_d10","H9N2","H9N2_PB1",9275.57883179622,2277,2277,100,8,"good"
"1913_d10","H9N2","H9N2_PB2",8920.18377192982,2280,2280,100,8,"good"
"1913_d10","H9N2","H9N2_NA",12150.4294871795,1404,1404,100,8,"good"
"1913_d10","H9N2","H9N2_HA",11976.1687462864,1683,1683,100,8,"good"
"1913_d10","H9N2","H9N2_NP",16388.9442217769,1497,1497,100,8,"good"
"1913_d10","H9N2","H9N2_MP",18354.7698574338,982,982,100,8,"good"
"1913_d10","H9N2","H9N2_NS",18259.6001157407,864,864,100,8,"good"
"1914_d06","H9N2","H9N2_PB2",9633.04890350877,2280,2280,100,8,"good"
"1914_d06","H9N2","H9N2_PA",9639.55323105532,2151,2151,100,8,"good"
"1914_d06","H9N2","H9N2_NP",17517.0778223113,1497,1497,100,8,"good"
"1914_d06","H9N2","H9N2_MP",19197.3788187373,982,982,100,8,"good"
"1914_d06","H9N2","H9N2_NS",16749.5538194444,864,864,100,8,"good"
"1914_d06","H9N2","H9N2_PB1",10199.7602108037,2277,2277,100,8,"good"
"1914_d06","H9N2","H9N2_NA",13334.3550569801,1404,1404,100,8,"good"
"1914_d06","H9N2","H9N2_HA",13429.0448603684,1683,1683,100,8,"good"
"1968_d02","H9N2","H9N2_NS",22680.7702546296,864,864,100,8,"good"
"1968_d02","H9N2","H9N2_PB1",6596.73913043478,2277,2277,100,8,"good"
"1968_d02","H9N2","H9N2_HA",12354.8357100416,1683,1683,100,8,"good"
"1968_d02","H9N2","H9N2_NA",12614.235042735,1404,1404,100,8,"good"
"1968_d02","H9N2","H9N2_PB2",6753.09364035088,2280,2280,100,8,"good"
"1968_d02","H9N2","H9N2_MP",15956.7617107943,982,982,100,8,"good"
"1968_d02","H9N2","H9N2_PA",6849.67247791725,2151,2151,100,8,"good"
"1968_d02","H9N2","H9N2_NP",15636.5604542418,1497,1497,100,8,"good"
"1970_d02","H9N2","H9N2_PB1",7148.43697848046,2277,2277,100,8,"good"
"1970_d02","H9N2","H9N2_NS",23859.4288194444,864,864,100,8,"good"
"1970_d02","H9N2","H9N2_NA",14393.3361823362,1404,1404,100,8,"good"
"1970_d02","H9N2","H9N2_PA",7565.41050674105,2151,2151,100,8,"good"
"1970_d02","H9N2","H9N2_HA",14012.0564468212,1683,1683,100,8,"good"
"1970_d02","H9N2","H9N2_NP",18367.542752171,1497,1497,100,8,"good"
"1970_d02","H9N2","H9N2_PB2",4450.61995614035,2280,2280,100,8,"good"
"1970_d02","H9N2","H9N2_MP",17378.3253564155,982,982,100,8,"good"
"1972_d02","H9N2","H9N2_NS",12746.1001157407,864,864,100,8,"good"
"1972_d02","H9N2","H9N2_MP",8111.01883910387,982,982,100,8,"good"
"1972_d02","H9N2","H9N2_PB2",NA,2055,2280,90.1315789473684,8,"good"
"1972_d02","H9N2","H9N2_PB1",NA,2222,2277,97.5845410628019,8,"good"
"1972_d02","H9N2","H9N2_NP",7215.51436205745,1497,1497,100,8,"good"
"1972_d02","H9N2","H9N2_PA",NA,2129,2151,98.977219897722,8,"good"
"1972_d02","H9N2","H9N2_NA",5796.42556980057,1404,1404,100,8,"good"
"1972_d02","H9N2","H9N2_HA",6266.77391562686,1683,1683,100,8,"good"
"1973_d02","H9N2","H9N2_PB1",9069.25054896794,2277,2277,100,8,"good"
"1973_d02","H9N2","H9N2_MP",20371.4882892057,982,982,100,8,"good"
"1973_d02","H9N2","H9N2_NS",24073.9033564815,864,864,100,8,"good"
"1973_d02","H9N2","H9N2_NP",19795.3036072144,1497,1497,100,8,"good"
"1973_d02","H9N2","H9N2_PB2",6722.53925438597,2280,2280,100,8,"good"
"1973_d02","H9N2","H9N2_HA",17491.1351752822,1683,1683,100,8,"good"
"1973_d02","H9N2","H9N2_PA",9540.10715946072,2151,2151,100,8,"good"
"1973_d02","H9N2","H9N2_NA",16966.8924501425,1404,1404,100,8,"good"
"1973_d06","H9N2","H9N2_HA",875.873143196673,1653,1683,98.2174688057041,8,"good"
"1973_d06","H9N2","H9N2_MP",2692.35641547861,982,982,100,8,"good"
"1973_d06","H9N2","H9N2_NA",1379.12108262108,1387,1404,98.7891737891738,8,"good"
"1973_d06","H9N2","H9N2_PA",545.808926080893,2151,2151,100,8,"good"
"1973_d06","H9N2","H9N2_PB1",709.789415898112,2266,2277,99.5169082125604,8,"good"
"1973_d06","H9N2","H9N2_NS",5106.67708333333,864,864,100,8,"good"
"1973_d06","H9N2","H9N2_PB2",292.782236842105,921,2280,40.3947368421053,8,"good"
"1973_d06","H9N2","H9N2_NP",1003.14796259185,1491,1497,99.5991983967936,8,"good"
"1974_d02","H9N2","H9N2_PB1",6842.33289415898,2277,2277,100,8,"good"
"1974_d02","H9N2","H9N2_HA",13258.3226381462,1683,1683,100,8,"good"
"1974_d02","H9N2","H9N2_PA",7384.21408647141,2151,2151,100,8,"good"
"1974_d02","H9N2","H9N2_PB2",5419.66293859649,2280,2280,100,8,"good"
"1974_d02","H9N2","H9N2_NS",19676.4143518519,864,864,100,8,"good"
"1974_d02","H9N2","H9N2_MP",14959.3324847251,982,982,100,8,"good"
"1974_d02","H9N2","H9N2_NA",13062.7485754986,1404,1404,100,8,"good"
"1974_d02","H9N2","H9N2_NP",15877.9665998664,1497,1497,100,8,"good"
"1974_d04","H9N2","H9N2_PB2",2902.60065789474,2280,2280,100,8,"good"
"1974_d04","H9N2","H9N2_PB1",3653.30720245938,2277,2277,100,8,"good"
"1974_d04","H9N2","H9N2_NA",NA,1403,1404,99.9287749287749,8,"good"
"1974_d04","H9N2","H9N2_MP",9423.68380855397,982,982,100,8,"good"
"1974_d04","H9N2","H9N2_PA",3871.05578800558,2151,2151,100,8,"good"
"1974_d04","H9N2","H9N2_HA",NA,1682,1683,99.9405822935235,8,"good"
"1974_d04","H9N2","H9N2_NS",13523.6851851852,864,864,100,8,"good"
"1974_d04","H9N2","H9N2_NP",9195.38410153641,1497,1497,100,8,"good"
"1975_d04","H9N2","H9N2_PB1",11246.8324549846,2277,2277,100,8,"good"
"1975_d04","H9N2","H9N2_NS",24073.8645833333,864,864,100,8,"good"
"1975_d04","H9N2","H9N2_HA",18071.0014854427,1683,1683,100,8,"good"
"1975_d04","H9N2","H9N2_PA",10606.8312412831,2151,2151,100,8,"good"
"1975_d04","H9N2","H9N2_MP",20893.2973523422,982,982,100,8,"good"
"1975_d04","H9N2","H9N2_NP",18490.4976619906,1497,1497,100,8,"good"
"1975_d04","H9N2","H9N2_NA",15779.4743589744,1404,1404,100,8,"good"
"1975_d04","H9N2","H9N2_PB2",9034.27850877193,2280,2280,100,8,"good"
"1975_d06","H9N2","H9N2_PB2",3618.11754385965,2280,2280,100,8,"good"
"1975_d06","H9N2","H9N2_NP",8610.15931863727,1497,1497,100,8,"good"
"1975_d06","H9N2","H9N2_PB1",5339.08871321915,2277,2277,100,8,"good"
"1975_d06","H9N2","H9N2_MP",14646.1731160896,982,982,100,8,"good"
"1975_d06","H9N2","H9N2_NS",17281.6076388889,864,864,100,8,"good"
"1975_d06","H9N2","H9N2_PA",4526.23733147373,2151,2151,100,8,"good"
"1975_d06","H9N2","H9N2_NA",8855.37784900285,1404,1404,100,8,"good"
"1975_d06","H9N2","H9N2_HA",8665.14171122995,1683,1683,100,8,"good"
"1977_d02","H9N2","H9N2_NS",22620.7528935185,864,864,100,8,"good"
"1977_d02","H9N2","H9N2_HA",12685.7136066548,1683,1683,100,8,"good"
"1977_d02","H9N2","H9N2_PB2",4609.62763157895,2280,2280,100,8,"good"
"1977_d02","H9N2","H9N2_PB1",6591.15217391304,2277,2277,100,8,"good"
"1977_d02","H9N2","H9N2_NP",16632.8780895124,1497,1497,100,8,"good"
"1977_d02","H9N2","H9N2_MP",16577.6873727088,982,982,100,8,"good"
"1977_d02","H9N2","H9N2_PA",7705.3279869828,2151,2151,100,8,"good"
"1977_d02","H9N2","H9N2_NA",13038.6022079772,1404,1404,100,8,"good"
"1977_d06","H9N2","H9N2_MP",4238.61558044806,982,982,100,8,"good"
"1977_d06","H9N2","H9N2_PB2",240.083552631579,1401,2280,61.4473684210526,8,"good"
"1977_d06","H9N2","H9N2_HA",1166.74450386215,1664,1683,98.8710635769459,8,"good"
"1977_d06","H9N2","H9N2_NS",6104.61168981481,864,864,100,8,"good"
"1977_d06","H9N2","H9N2_NP",2460.11122244489,1497,1497,100,8,"good"
"1977_d06","H9N2","H9N2_PA",517.240585774059,2151,2151,100,8,"good"
"1977_d06","H9N2","H9N2_PB1",602.127140974967,2277,2277,100,8,"good"
"1977_d06","H9N2","H9N2_NA",1230.53098290598,1387,1404,98.7891737891738,8,"good"
"1980_d02","H9N2","H9N2_PB1",6283.38669301713,2277,2277,100,8,"good"
"1980_d02","H9N2","H9N2_NP",9422.68971275885,1497,1497,100,8,"good"
"1980_d02","H9N2","H9N2_MP",7652.89867617108,982,982,100,8,"good"
"1980_d02","H9N2","H9N2_NS",11351.9809027778,864,864,100,8,"good"
"1980_d02","H9N2","H9N2_HA",7136.32679738562,1683,1683,100,8,"good"
"1980_d02","H9N2","H9N2_PB2",3824.51776315789,2280,2280,100,8,"good"
"1980_d02","H9N2","H9N2_PA",3850.92910274291,2151,2151,100,8,"good"
"1980_d02","H9N2","H9N2_NA",5782.39743589744,1404,1404,100,8,"good"
"1980_d04","H9N2","H9N2_NA",13212.6435185185,1404,1404,100,8,"good"
"1980_d04","H9N2","H9N2_PB1",11572.6934563022,2277,2277,100,8,"good"
"1980_d04","H9N2","H9N2_PA",10862.7742910274,2151,2151,100,8,"good"
"1980_d04","H9N2","H9N2_PB2",9681.98881578947,2280,2280,100,8,"good"
"1980_d04","H9N2","H9N2_HA",15463.1161616162,1683,1683,100,8,"good"
"1980_d04","H9N2","H9N2_MP",20343.9954175153,982,982,100,8,"good"
"1980_d04","H9N2","H9N2_NP",19344.459251837,1497,1497,100,8,"good"
"1980_d04","H9N2","H9N2_NS",20189.9212962963,864,864,100,8,"good"
"1980_d06","H9N2","H9N2_NA",8731.48611111111,1404,1404,100,8,"good"
"1980_d06","H9N2","H9N2_PA",9394.21059972106,2151,2151,100,8,"good"
"1980_d06","H9N2","H9N2_PB2",6478.57083333333,2280,2280,100,8,"good"
"1980_d06","H9N2","H9N2_NS",21451.8715277778,864,864,100,8,"good"
"1980_d06","H9N2","H9N2_NP",18910.5450901804,1497,1497,100,8,"good"
"1980_d06","H9N2","H9N2_PB1",11968.1016688625,2277,2277,100,8,"good"
"1980_d06","H9N2","H9N2_MP",19731.1817718941,982,982,100,8,"good"
"1980_d06","H9N2","H9N2_HA",14422.8865121806,1683,1683,100,8,"good"
"1980_d08","H9N2","H9N2_PB1",12354.391523935,2277,2277,100,8,"good"
"1980_d08","H9N2","H9N2_NP",19541.8420173681,1497,1497,100,8,"good"
"1980_d08","H9N2","H9N2_PA",12853.1178521618,2151,2151,100,8,"good"
"1980_d08","H9N2","H9N2_PB2",10970.1752192982,2280,2280,100,8,"good"
"1980_d08","H9N2","H9N2_NS",22105.0190972222,864,864,100,8,"good"
"1980_d08","H9N2","H9N2_HA",15692.8149138443,1683,1683,100,8,"good"
"1980_d08","H9N2","H9N2_NA",15396.7004985755,1404,1404,100,8,"good"
"1980_d08","H9N2","H9N2_MP",20226.2637474542,982,982,100,8,"good"
"1981_d10","H9N2","H9N2_NS",15795.7679398148,864,864,100,8,"good"
"1981_d10","H9N2","H9N2_MP",15969.7255600815,982,982,100,8,"good"
"1981_d10","H9N2","H9N2_NP",7683.93720774883,1497,1497,100,8,"good"
"1981_d10","H9N2","H9N2_HA",4983.10130718954,1683,1683,100,8,"good"
"1981_d10","H9N2","H9N2_PB2",1634.11425438596,2280,2280,100,8,"good"
"1981_d10","H9N2","H9N2_NA",7257.46901709402,1404,1404,100,8,"good"
"1981_d10","H9N2","H9N2_PB1",2694.16051822574,2277,2277,100,8,"good"
"1981_d10","H9N2","H9N2_PA",3410.88516968852,2151,2151,100,8,"good"
"1984_d02","H9N2","H9N2_NP",17325.2294589178,1497,1497,100,8,"good"
"1984_d02","H9N2","H9N2_HA",11875.1577540107,1683,1683,100,8,"good"
"1984_d02","H9N2","H9N2_PA",5992.43375174338,2151,2151,100,8,"good"
"1984_d02","H9N2","H9N2_NA",13883.0787037037,1404,1404,100,8,"good"
"1984_d02","H9N2","H9N2_PB2",3882.05043859649,2280,2280,100,8,"good"
"1984_d02","H9N2","H9N2_MP",20315.0641547862,982,982,100,8,"good"
"1984_d02","H9N2","H9N2_PB1",6616.3557312253,2277,2277,100,8,"good"
"1984_d02","H9N2","H9N2_NS",25244.5266203704,864,864,100,8,"good"
"1984_d04","H9N2","H9N2_PA",6058.04718735472,2151,2151,100,8,"good"
"1984_d04","H9N2","H9N2_MP",16604.4149694501,982,982,100,8,"good"
"1984_d04","H9N2","H9N2_PB2",5016.22938596491,2280,2280,100,8,"good"
"1984_d04","H9N2","H9N2_PB1",6776.4659639877,2277,2277,100,8,"good"
"1984_d04","H9N2","H9N2_NP",14209.5871743487,1497,1497,100,8,"good"
"1984_d04","H9N2","H9N2_NS",21521.1649305556,864,864,100,8,"good"
"1984_d04","H9N2","H9N2_HA",11202.8778966132,1683,1683,100,8,"good"
"1984_d04","H9N2","H9N2_NA",10804.4707977208,1404,1404,100,8,"good"
"1986_d10","H9N2","H9N2_PA",3144.73059042306,2147,2151,99.814039981404,8,"good"
"1986_d10","H9N2","H9N2_NA",6233.71723646724,1404,1404,100,8,"good"
"1986_d10","H9N2","H9N2_NP",4568.82665330661,1497,1497,100,8,"good"
"1986_d10","H9N2","H9N2_MP",12377.299898167,982,982,100,8,"good"
"1986_d10","H9N2","H9N2_NS",21287.916087963,864,864,100,8,"good"
"1986_d10","H9N2","H9N2_HA",5316.62448009507,1683,1683,100,8,"good"
"1986_d10","H9N2","H9N2_PB1",2377.95849802372,2277,2277,100,8,"good"
"1986_d10","H9N2","H9N2_PB2",3388.03245614035,2280,2280,100,8,"good"
"2231_d04","H9N2","H9N2_PA",4660.46954904695,2151,2151,100,8,"good"
"2231_d04","H9N2","H9N2_PB2",NA,2279,2280,99.9561403508772,8,"good"
"2231_d04","H9N2","H9N2_NA",6179.09508547009,1404,1404,100,8,"good"
"2231_d04","H9N2","H9N2_NS",9402.17013888889,864,864,100,8,"good"
"2231_d04","H9N2","H9N2_MP",6154.22454175153,982,982,100,8,"good"
"2231_d04","H9N2","H9N2_HA",6201.65656565657,1683,1683,100,8,"good"
"2231_d04","H9N2","H9N2_PB1",2130.47562582345,2277,2277,100,8,"good"
"2231_d04","H9N2","H9N2_NP",NA,666,1497,44.4889779559118,8,"good"
"2231_d06","H9N2","H9N2_PB1",10606.1690821256,2277,2277,100,8,"good"
"2231_d06","H9N2","H9N2_MP",19669.9124236253,982,982,100,8,"good"
"2231_d06","H9N2","H9N2_NA",14311.2735042735,1404,1404,100,8,"good"
"2231_d06","H9N2","H9N2_NP",18327.4238476954,1497,1497,100,8,"good"
"2231_d06","H9N2","H9N2_HA",15440.2703505645,1683,1683,100,8,"good"
"2231_d06","H9N2","H9N2_PA",9542.65713621571,2151,2151,100,8,"good"
"2231_d06","H9N2","H9N2_PB2",11027.1458333333,2280,2280,100,8,"good"
"2231_d06","H9N2","H9N2_NS",22199.0243055556,864,864,100,8,"good"
"2232_d02","H9N2","H9N2_HA",7232.56209150327,1683,1683,100,8,"good"
"2232_d02","H9N2","H9N2_NP",7561.1957247829,1497,1497,100,8,"good"
"2232_d02","H9N2","H9N2_NA",6534.4155982906,1404,1404,100,8,"good"
"2232_d02","H9N2","H9N2_PB1",2410.51251646904,2277,2277,100,8,"good"
"2232_d02","H9N2","H9N2_PA",NA,2150,2151,99.953509995351,8,"good"
"2232_d02","H9N2","H9N2_PB2",2325.45789473684,2280,2280,100,8,"good"
"2232_d02","H9N2","H9N2_MP",8185.94959266802,982,982,100,8,"good"
"2232_d02","H9N2","H9N2_NS",11642.2893518519,864,864,100,8,"good"
"2232_d06","H9N2","H9N2_PB2",12498.2629385965,2280,2280,100,8,"good"
"2232_d06","H9N2","H9N2_PA",13588.5706648071,2151,2151,100,8,"good"
"2232_d06","H9N2","H9N2_NA",17322.3133903134,1404,1404,100,8,"good"
"2232_d06","H9N2","H9N2_HA",19808.9120617944,1683,1683,100,8,"good"
"2232_d06","H9N2","H9N2_MP",20657.133401222,982,982,100,8,"good"
"2232_d06","H9N2","H9N2_NS",23767.6487268519,864,864,100,8,"good"
"2232_d06","H9N2","H9N2_PB1",12458.9178743961,2277,2277,100,8,"good"
"2232_d06","H9N2","H9N2_NP",18684.9736138945,1497,1497,100,8,"good"
"2232_d08","H9N2","H9N2_NP",584.507014028056,1490,1497,99.5323981295925,8,"good"
"2232_d08","H9N2","H9N2_NS",20539.6116898148,864,864,100,8,"good"
"2232_d08","H9N2","H9N2_PB1",NA,1387,2277,60.9134826526131,8,"good"
"2232_d08","H9N2","H9N2_MP",11181.1985743381,982,982,100,8,"good"
"2232_d08","H9N2","H9N2_PA",7012.9539748954,933,2151,43.3751743375174,8,"good"
"2232_d08","H9N2","H9N2_HA",667.636066547831,1672,1683,99.3464052287582,8,"good"
"2232_d08","H9N2","H9N2_NA",1337.94693732194,1404,1404,100,8,"good"
"2232_d08","H9N2","H9N2_PB2",NA,969,2280,42.5,8,"good"
"2233_d04","H9N2","H9N2_PB2",6122.04298245614,2280,2280,100,8,"good"
"2233_d04","H9N2","H9N2_PB1",8534.73935002196,2277,2277,100,8,"good"
"2233_d04","H9N2","H9N2_HA",15117.9135472371,1683,1683,100,8,"good"
"2233_d04","H9N2","H9N2_NA",14836.5961538462,1404,1404,100,8,"good"
"2233_d04","H9N2","H9N2_MP",17443.1751527495,982,982,100,8,"good"
"2233_d04","H9N2","H9N2_PA",7653.63365876337,2151,2151,100,8,"good"
"2233_d04","H9N2","H9N2_NS",21370.7216435185,864,864,100,8,"good"
"2233_d04","H9N2","H9N2_NP",15414.705744823,1497,1497,100,8,"good"
"2234_d04","H9N2","H9N2_NP",1559.46593186373,1497,1497,100,8,"good"
"2234_d04","H9N2","H9N2_PB1",3488.72485726834,1339,2277,58.8054457619675,8,"good"
"2234_d04","H9N2","H9N2_PB2",NA,977,2280,42.8508771929825,8,"good"
"2234_d04","H9N2","H9N2_HA",1646.86541889483,1678,1683,99.7029114676174,8,"good"
"2234_d04","H9N2","H9N2_MP",11663.5702647658,982,982,100,8,"good"
"2234_d04","H9N2","H9N2_PA",NA,1281,2151,59.5536959553696,8,"good"
"2234_d04","H9N2","H9N2_NS",20306.4716435185,864,864,100,8,"good"
"2234_d04","H9N2","H9N2_NA",2360.66773504273,1404,1404,100,8,"good"
"2239_d02","H9N2","H9N2_NP",16339.0160320641,1497,1497,100,8,"good"
"2239_d02","H9N2","H9N2_MP",13836.4475560081,982,982,100,8,"good"
"2239_d02","H9N2","H9N2_NS",18557.3871527778,864,864,100,8,"good"
"2239_d02","H9N2","H9N2_PB2",6075.65526315789,2280,2280,100,8,"good"
"2239_d02","H9N2","H9N2_HA",14356.5606060606,1683,1683,100,8,"good"
"2239_d02","H9N2","H9N2_PB1",5646.91304347826,2277,2277,100,8,"good"
"2239_d02","H9N2","H9N2_NA",9206.78383190883,1404,1404,100,8,"good"
"2239_d02","H9N2","H9N2_PA",5741.87168758717,2151,2151,100,8,"good"
"2239_d04","H9N2","H9N2_PA",4809.23268247327,2151,2151,100,8,"good"
"2239_d04","H9N2","H9N2_NP",6045.46426185705,1497,1497,100,8,"good"
"2239_d04","H9N2","H9N2_NA",3773.48290598291,1404,1404,100,8,"good"
"2239_d04","H9N2","H9N2_MP",7143.67362525458,982,982,100,8,"good"
"2239_d04","H9N2","H9N2_NS",6766.08796296296,864,864,100,8,"good"
"2239_d04","H9N2","H9N2_PB2",2624.1225877193,2279,2280,99.9561403508772,8,"good"
"2239_d04","H9N2","H9N2_HA",NA,1682,1683,99.9405822935235,8,"good"
